Date,Open,High,Low,Close,Adj Close,Volume
2019-11-26,512232.125000,522945.531250,507110.625000,515668.875000,515668.875000,1509458026487
2019-11-27,515848.156250,542812.562500,496826.968750,536541.437500,536541.437500,1709102805581
2019-11-28,536908.812500,553143.937500,533397.562500,534040.500000,534040.500000,1363176843467
2019-11-29,534299.625000,558330.750000,535339.125000,556900.250000,556900.250000,1414249487733
2019-11-30,557102.187500,562271.625000,539292.250000,543151.250000,543151.250000,1231169108704
2019-12-01,543293.750000,543275.375000,523165.250000,532704.625000,532704.625000,1343240243626
2019-12-02,532686.250000,535458.562500,518164.500000,524510.562500,524510.562500,1223671798056
2019-12-03,524652.875000,532347.625000,518749.750000,525264.375000,525264.375000,1061808388847
2019-12-04,525262.875000,539020.000000,512650.000000,518448.718750,518448.718750,1548778836341
2019-12-05,518535.031250,552842.250000,516376.937500,531771.875000,531771.875000,1343374292192
2019-12-06,531932.812500,538078.250000,527039.875000,538078.250000,538078.250000,1290794134273
2019-12-07,538097.375000,541140.812500,536560.625000,538737.125000,538737.125000,1101789655655
2019-12-08,538387.812500,544293.375000,532992.375000,539284.250000,539284.250000,1098617282757
2019-12-09,539102.437500,540655.875000,522763.906250,525241.750000,525241.750000,1268377170981
2019-12-10,524974.562500,525859.812500,513253.187500,515525.187500,515525.187500,1292618917908
2019-12-11,515459.875000,518105.656250,509006.531250,510555.718750,510555.718750,1156622200614
2019-12-12,510507.031250,512805.968750,505615.031250,511147.218750,511147.218750,1335682007284
2019-12-13,511255.031250,515578.156250,510881.687500,513890.375000,513890.375000,1210609781432
2019-12-14,513835.093750,516658.000000,501698.156250,503639.625000,503639.625000,1211408063095
2019-12-15,503608.937500,507606.656250,489461.406250,505572.750000,505572.750000,1193271661998
2019-12-16,505668.968750,508462.750000,489497.000000,491538.843750,491538.843750,1433196355575
2019-12-17,491456.250000,494693.000000,467976.687500,471708.937500,471708.937500,1588612653668
2019-12-18,472219.218750,520073.250000,464342.875000,516652.312500,516652.312500,2260390156455
2019-12-19,516708.281250,523310.968750,501569.625000,513070.843750,513070.843750,1845229010376
2019-12-20,513483.468750,516034.625000,503819.875000,513254.250000,513254.250000,1609252942394
2019-12-21,513380.593750,513567.781250,505711.968750,511287.781250,511287.781250,1373112802876
2019-12-22,511289.906250,534532.625000,509586.906250,534074.437500,534074.437500,1644867129292
2019-12-23,533883.437500,545278.250000,521776.562500,523873.000000,523873.000000,1982199426546
2019-12-24,523785.000000,536995.125000,518026.593750,521803.625000,521803.625000,1638382876273
2019-12-25,522033.343750,524261.218750,514567.781250,518427.562500,518427.562500,1536330250666
2019-12-26,518402.187500,526791.875000,513393.312500,516144.125000,516144.125000,1624732045057
2019-12-27,516085.250000,525958.500000,513559.000000,520712.812500,520712.812500,1626929952510
2019-12-28,520637.281250,528495.000000,520485.406250,522705.718750,522705.718750,1526096610073
2019-12-29,522681.281250,536733.562500,520012.625000,530212.125000,530212.125000,1603301276069
2019-12-30,530042.187500,531692.937500,518960.843750,520151.000000,520151.000000,1631428819109
2019-12-31,520253.968750,523013.531250,511212.312500,512910.812500,512910.812500,1509295725752
2020-01-01,513003.000000,516711.406250,511056.875000,512853.968750,512853.968750,1322395074997
2020-01-02,513023.281250,514590.875000,494834.968750,498416.750000,498416.750000,1484238993886
2020-01-03,498342.437500,532015.625000,496227.031250,527076.250000,527076.250000,2017307990332
2020-01-04,527111.500000,532996.625000,524538.062500,531796.125000,531796.125000,1323579350948
2020-01-05,531781.437500,541420.625000,531089.437500,531863.187500,531863.187500,1415543274094
2020-01-06,531801.062500,558713.125000,531963.500000,557805.000000,557805.000000,1671160912507
2020-01-07,557766.437500,588557.562500,559052.187500,587512.375000,587512.375000,2070281271282
2020-01-08,587385.937500,599920.875000,568486.875000,577281.125000,577281.125000,2262906174516
2020-01-09,577455.000000,575428.375000,558348.937500,560959.562500,560959.562500,1711981944090
2020-01-10,560905.187500,579751.875000,548531.500000,579751.875000,579751.875000,2038477021654
2020-01-11,579442.125000,583178.812500,569787.375000,570347.625000,570347.625000,1810994405350
2020-01-12,570044.187500,581895.437500,568341.312500,581358.312500,581358.312500,1625280871582
2020-01-13,581165.125000,579820.625000,571468.437500,576030.000000,576030.000000,1590191721616
2020-01-14,575799.312500,629158.687500,576826.625000,625492.125000,625492.125000,3177269141934
2020-01-15,625320.625000,628744.687500,612270.937500,622867.000000,622867.000000,2836232877784
2020-01-16,623253.937500,627706.000000,611076.437500,619001.500000,619001.500000,2221902438918
2020-01-17,619102.500000,636418.125000,616468.687500,634351.875000,634351.875000,2584011354239
2020-01-18,634222.187500,640259.875000,627126.375000,635330.250000,635330.250000,2297395017166
2020-01-19,635233.375000,651116.000000,612445.437500,618567.375000,618567.375000,2431096034324
2020-01-20,618452.750000,621273.625000,608123.250000,615025.937500,615025.937500,1877005934605
2020-01-21,615121.750000,623231.187500,608199.000000,622532.812500,622532.812500,1715254273781
2020-01-22,622412.937500,625266.250000,614155.625000,617293.625000,617293.625000,1607091469955
2020-01-23,617277.562500,619705.562500,594446.625000,599645.062500,599645.062500,1838248044064
2020-01-24,599577.437500,607312.875000,589636.562500,602374.812500,602374.812500,1740193345512
2020-01-25,601995.750000,603303.375000,591732.000000,596840.937500,596840.937500,1401355746375
2020-01-26,596595.750000,613582.250000,593831.625000,613184.875000,613184.875000,1581864168398
2020-01-27,613219.000000,641458.562500,614277.687500,636606.562500,636606.562500,2046852328191
2020-01-28,636799.875000,666709.687500,634641.312500,666709.687500,666709.687500,2450580310745
2020-01-29,666629.937500,670772.625000,661005.750000,664368.875000,664368.875000,2187976071613
2020-01-30,664325.187500,683717.250000,660655.312500,680558.687500,680558.687500,2317350204337
2020-01-31,680510.000000,680792.437500,659991.250000,668553.500000,668553.500000,2104393582428
2020-02-01,668255.250000,674902.187500,665887.250000,671581.187500,671581.187500,1853444016820
2020-02-02,671362.812500,677009.562500,659065.187500,668112.750000,668112.750000,2204724355909
2020-02-03,668135.562500,680458.437500,659650.500000,662852.000000,662852.000000,2206346592798
2020-02-04,662803.562500,663546.312500,648012.000000,652858.250000,652858.250000,2125704294051
2020-02-05,653032.687500,690635.562500,652364.125000,684379.687500,684379.687500,2507458513652
2020-02-06,684692.687500,700524.812500,680217.625000,693764.062500,693764.062500,2683048017387
2020-02-07,693493.187500,703339.625000,695564.812500,700566.687500,700566.687500,2468926711892
2020-02-08,700361.250000,706345.625000,692196.937500,705513.875000,705513.875000,2515363881670
2020-02-09,705426.312500,724414.500000,704458.562500,723501.875000,723501.875000,2560829016701
2020-02-10,723422.187500,724824.125000,697644.312500,702781.312500,702781.312500,2808280571000
2020-02-11,702730.000000,727826.625000,693558.500000,727697.125000,727697.125000,2683752944404
2020-02-12,727280.187500,741127.937500,727492.500000,736310.687500,736310.687500,3097843960237
2020-02-13,736161.375000,745404.000000,721064.812500,728065.625000,728065.625000,3518026733355
2020-02-14,727864.000000,738300.375000,724248.062500,737593.687500,737593.687500,3099851686857
2020-02-15,737718.187500,739699.437500,706287.187500,707359.875000,707359.875000,3137531390391
2020-02-16,707342.375000,719139.875000,695422.500000,710589.750000,710589.750000,3102509594071
2020-02-17,710741.875000,710903.250000,678785.437500,691482.687500,691482.687500,3282410515761
2020-02-18,691560.312500,727619.875000,689702.625000,726014.750000,726014.750000,3383895918808
2020-02-19,726143.750000,730122.000000,688591.812500,689985.562500,689985.562500,3365775216511
2020-02-20,689694.625000,690410.437500,684231.187500,690676.437500,690676.437500,3229317556343
2020-02-21,690914.125000,697942.375000,689003.875000,696334.062500,696334.062500,2942394734316
2020-02-22,696425.000000,697181.562500,690172.375000,694662.000000,694662.000000,2576306033276
2020-02-23,694671.812500,714347.812500,694274.437500,713421.312500,713421.312500,2960586740983
2020-02-24,713210.562500,715378.750000,687787.687500,695287.375000,695287.375000,3248013719116
2020-02-25,695369.375000,695472.000000,668640.187500,671481.812500,671481.812500,3055996911238
2020-02-26,671236.312500,672421.437500,623430.187500,632196.000000,632196.000000,3613771726794
2020-02-27,632523.625000,640131.187500,614757.875000,629795.500000,629795.500000,3259940210163
2020-02-28,630099.125000,637712.875000,613249.062500,625934.437500,625934.437500,3219398385704
2020-02-29,625844.750000,633381.250000,620669.562500,620669.562500,620669.562500,2583315931863
2020-03-01,620687.562500,629856.562500,611409.750000,617995.125000,617995.125000,2551325933362
2020-03-02,618053.625000,645929.500000,615842.625000,642377.000000,642377.000000,3103924211388
2020-03-03,642066.875000,651223.125000,637684.062500,645247.625000,645247.625000,3112265802482
2020-03-04,645303.125000,650208.500000,639858.437500,643466.812500,643466.812500,2553709184526
2020-03-05,643837.125000,674889.312500,643614.375000,670517.500000,670517.500000,2931923641125
2020-03-06,670483.937500,678042.875000,667335.312500,675041.000000,675041.000000,3021067057512
2020-03-07,674971.062500,678126.937500,657962.187500,659383.812500,659383.812500,2680244797086
2020-03-08,659254.437500,659708.687500,599818.812500,600030.750000,600030.750000,2958158096969
2020-03-09,600255.000000,605200.062500,571518.875000,589784.625000,589784.625000,3493684877488
2020-03-10,589673.125000,600579.750000,577471.937500,587119.437500,587119.437500,3133435305103
2020-03-11,587146.187500,585056.687500,565759.187500,586831.125000,586831.125000,2869297784475
2020-03-12,586993.312500,588143.000000,361788.218750,370008.562500,370008.562500,4018114259958
2020-03-13,373510.281250,430809.062500,309974.406250,411486.187500,411486.187500,5484560705891
2020-03-14,412179.250000,416036.125000,379045.000000,384613.875000,384613.875000,2673951109814
2020-03-15,384665.687500,431477.593750,382315.031250,398630.218750,398630.218750,2513315070237
2020-03-16,398106.437500,398106.437500,339365.687500,372605.937500,372605.937500,3371116571879
2020-03-17,371721.562500,397345.531250,370185.750000,386826.687500,386826.687500,2859037281017
2020-03-18,386936.562500,399461.000000,376360.156250,392791.218750,392791.218750,2840247197207
2020-03-19,393314.437500,475737.875000,390219.625000,465331.312500,465331.312500,3833225202041
2020-03-20,465365.937500,514568.625000,443687.718750,468767.718750,468767.718750,4117119404609
2020-03-21,469353.312500,482331.156250,448655.531250,467730.812500,467730.812500,3213536323732
2020-03-22,467767.968750,480936.843750,439904.562500,440398.625000,440398.625000,3028999232746
2020-03-23,440483.218750,493379.843750,440036.406250,491303.625000,491303.625000,3559932500014
2020-03-24,492860.156250,516593.656250,488411.062500,511582.437500,511582.437500,3662984556574
2020-03-25,511879.656250,523761.906250,497116.906250,506731.906250,506731.906250,3381981322868
2020-03-26,506285.000000,510282.125000,496497.187500,501893.406250,501893.406250,2639310730540
2020-03-27,502113.718750,506582.343750,484200.750000,484432.593750,484432.593750,2589631263293
2020-03-28,484242.125000,484260.625000,458079.218750,467390.500000,467390.500000,2612066174563
2020-03-29,467647.375000,468010.000000,446353.156250,446500.718750,446500.718750,2139274122501
2020-03-30,446764.250000,491463.031250,445531.843750,484874.406250,484874.406250,2797835689929
2020-03-31,484932.062500,490440.468750,481058.000000,485055.250000,485055.250000,2469968431239
2020-04-01,484955.406250,506430.562500,475039.781250,505986.562500,505986.562500,3089971401987
2020-04-02,505986.562500,540461.000000,503136.656250,517483.968750,517483.968750,3630406736588
2020-04-03,517771.281250,534118.125000,510159.781250,514565.468750,514565.468750,2978584504684
2020-04-04,514947.218750,525689.625000,511745.343750,524816.437500,524816.437500,2536073247574
2020-04-05,524435.125000,526030.500000,513231.312500,517755.687500,517755.687500,2249873617919
2020-04-06,517520.906250,552472.875000,517127.500000,552472.875000,552472.875000,3562987919810
2020-04-07,552614.437500,560828.000000,539678.312500,542859.875000,542859.875000,3346798246409
2020-04-08,543076.875000,557804.000000,541362.187500,557164.125000,557164.125000,2853642504983
2020-04-09,557457.937500,557722.500000,547764.875000,554308.937500,554308.937500,2642852030110
2020-04-10,554439.937500,554439.937500,517736.437500,522989.250000,522989.250000,3323035346804
2020-04-11,523137.562500,527603.750000,517232.406250,522500.937500,522500.937500,2378389230086
2020-04-12,522423.625000,542372.625000,518844.062500,531033.312500,531033.312500,2724038524942
2020-04-13,530616.250000,530616.250000,508771.531250,521994.031250,521994.031250,2945060203317
2020-04-14,521860.125000,528885.125000,517808.093750,519791.875000,519791.875000,2591233233183
2020-04-15,520029.937500,526873.000000,507432.750000,508125.406250,508125.406250,2470075166839
2020-04-16,507998.718750,548413.812500,501604.906250,546993.312500,546993.312500,3595731939127
2020-04-17,546973.937500,548289.500000,539879.062500,542858.125000,542858.125000,2487276902908
2020-04-18,542560.312500,556158.937500,542327.437500,555218.625000,555218.625000,2482242358711
2020-04-19,555467.812500,556967.187500,548286.812500,550494.250000,550494.250000,2397499397498
2020-04-20,550298.937500,554054.375000,523975.468750,527109.187500,527109.187500,2891160922976
2020-04-21,526942.625000,532105.500000,525722.437500,529577.812500,529577.812500,2508429145106
2020-04-22,529509.812500,546419.250000,528578.875000,543825.812500,543825.812500,2540567846882
2020-04-23,544139.000000,569225.812500,539298.812500,564617.437500,564617.437500,3305815851640
2020-04-24,564956.187500,578047.500000,564956.187500,576269.687500,576269.687500,2643390413079
2020-04-25,576237.750000,583173.625000,573918.625000,577601.250000,577601.250000,2513505495484
2020-04-26,577616.750000,587412.875000,576950.562500,585831.812500,585831.812500,2522640989786
2020-04-27,585797.625000,593921.875000,585797.625000,593921.875000,593921.875000,2755078087712
2020-04-28,594026.250000,594383.875000,588210.750000,593896.187500,593896.187500,2524664530716
2020-04-29,593869.875000,667758.250000,591778.687500,662441.812500,662441.812500,4531248917812
2020-04-30,662188.312500,707954.437500,643129.312500,652947.562500,652947.562500,5049849053233
2020-05-01,654020.500000,684844.937500,653642.000000,672472.375000,672472.375000,3342983996777
2020-05-02,672797.812500,683024.062500,664460.750000,681614.250000,681614.250000,3043430828237
2020-05-03,681236.437500,691337.812500,667630.250000,672054.687500,672054.687500,3557750820809
2020-05-04,671924.500000,677503.125000,654676.875000,674153.187500,674153.187500,3458169567407
2020-05-05,674166.562500,684506.812500,670900.312500,683718.375000,683718.375000,3276815070336
2020-05-06,684050.312500,717596.687500,680948.687500,706511.875000,706511.875000,3763374549946
2020-05-07,705988.437500,756565.562500,695609.125000,753450.375000,753450.375000,4626970896226
2020-05-08,752287.750000,757394.250000,738056.437500,742885.062500,742885.062500,3908203739214
2020-05-09,742752.250000,748843.625000,723377.000000,724377.562500,724377.562500,3515928463491
2020-05-10,724171.625000,724504.750000,634124.437500,661405.187500,661405.187500,4783189168963
2020-05-11,661337.500000,685381.187500,636116.937500,653199.750000,653199.750000,4337544989758
2020-05-12,653852.062500,672719.062500,650758.187500,663584.687500,663584.687500,3176254477757
2020-05-13,663653.250000,702900.625000,663653.250000,699292.625000,699292.625000,3436733309707
2020-05-14,699393.812500,739127.375000,698492.375000,734847.187500,734847.187500,4259948658527
2020-05-15,734890.125000,736516.125000,702727.125000,707795.625000,707795.625000,3654145444191
2020-05-16,708178.250000,725703.187500,702673.687500,711499.687500,711499.687500,2744073980711
2020-05-17,711341.562500,745339.937500,709415.500000,733332.250000,733332.250000,3039589088530
2020-05-18,733708.062500,751174.437500,727210.437500,735426.312500,735426.312500,3162549922026
2020-05-19,735463.250000,744117.625000,721839.437500,736585.437500,736585.437500,2971942216781
2020-05-20,736304.687500,742369.875000,713875.875000,719366.000000,719366.000000,2760702947130
2020-05-21,719347.812500,721803.000000,670624.375000,686917.187500,686917.187500,2974512568234
2020-05-22,686809.250000,701472.312500,683291.750000,697830.812500,697830.812500,2265472549485
2020-05-23,698019.687500,706944.500000,692931.562500,699860.687500,699860.687500,2107181844772
2020-05-24,700088.312500,705873.125000,667787.187500,668024.062500,668024.062500,2471266521789
2020-05-25,667700.250000,679157.562500,661574.312500,675890.250000,675890.250000,2374258010573
2020-05-26,676091.437500,680399.812500,661631.062500,666958.125000,666958.125000,2233310272630
2020-05-27,667133.937500,698497.937500,666890.562500,696799.812500,696799.812500,2484865966577
2020-05-28,697097.812500,722656.250000,692675.375000,721099.187500,721099.187500,2601586919258
2020-05-29,721296.375000,724728.500000,709007.687500,712872.875000,712872.875000,2484459676437
2020-05-30,712857.000000,732879.437500,707405.375000,732606.312500,732606.312500,2471343796184
2020-05-31,732583.000000,732601.000000,712357.250000,714529.437500,714529.437500,2097527730099
2020-06-01,714721.750000,770001.875000,713482.375000,767767.000000,767767.000000,2657995735717
2020-06-02,767442.687500,763553.937500,709429.875000,715364.750000,715364.750000,2937878923652
2020-06-03,715661.750000,729389.937500,712922.250000,727420.750000,727420.750000,1883760640926
2020-06-04,727355.750000,745624.750000,719737.187500,739536.437500,739536.437500,1956007567121
2020-06-05,739504.687500,745899.250000,730684.625000,730371.125000,730371.125000,1776493333835
2020-06-06,730323.687500,738524.500000,724741.000000,729475.437500,729475.437500,1544418929326
2020-06-07,729424.375000,738194.187500,714700.437500,736968.500000,736968.500000,1889100462599
2020-06-08,737059.937500,738466.437500,730342.125000,736812.812500,736812.812500,1620163934551
2020-06-09,737029.250000,741707.875000,730532.062500,739674.750000,739674.750000,1790937723912
2020-06-10,739555.375000,749608.500000,735070.062500,746965.187500,746965.187500,1945463807353
2020-06-11,746964.000000,751236.437500,705290.562500,708222.812500,708222.812500,2298028235224
2020-06-12,708139.937500,724027.375000,705493.000000,720136.437500,720136.437500,1717430648889
2020-06-13,720128.250000,721075.875000,713692.687500,719713.625000,719713.625000,1334133230095
2020-06-14,719886.562500,720244.875000,710019.250000,712992.687500,712992.687500,1442555993737
2020-06-15,712935.562500,721046.750000,684210.750000,718047.812500,718047.812500,2028596843824
2020-06-16,718318.625000,726470.375000,714233.125000,728741.812500,728741.812500,1647690113205
2020-06-17,728417.812500,728927.000000,711676.000000,724133.625000,724133.625000,1541240975009
2020-06-18,724233.812500,724326.625000,712640.000000,719070.687500,719070.687500,1357645838650
2020-06-19,718952.562500,718565.437500,707185.937500,708232.312500,708232.312500,1497001184440
2020-06-20,708456.625000,716387.750000,705133.500000,711612.000000,711612.000000,1306242337463
2020-06-21,711504.125000,716855.625000,709179.687500,709423.625000,709423.625000,1168513976230
2020-06-22,709216.687500,731543.687500,708956.687500,731276.812500,731276.812500,1599473936263
2020-06-23,730925.000000,730299.750000,723541.937500,728123.000000,728123.000000,1285899786103
2020-06-24,728311.375000,732440.750000,702283.500000,705452.875000,705452.875000,1436241910945
2020-06-25,705492.000000,705446.875000,689129.875000,699862.625000,699862.625000,1406253576656
2020-06-26,699574.187500,705131.937500,688660.812500,692973.125000,692973.125000,1387128378290
2020-06-27,693344.187500,696368.312500,680517.125000,684084.812500,684084.812500,1306329488324
2020-06-28,684317.000000,695592.062500,678801.062500,691438.187500,691438.187500,1101093818614
2020-06-29,691169.500000,697373.937500,682942.500000,694011.062500,694011.062500,1242953193436
2020-06-30,693612.875000,695808.250000,686641.062500,690443.937500,690443.937500,1188957538041
2020-07-01,691047.750000,703142.562500,687681.062500,696325.687500,696325.687500,1205137468685
2020-07-02,696538.062500,692955.750000,675871.687500,683252.187500,683252.187500,1223621478853
2020-07-03,683359.437500,687875.687500,676505.812500,678634.875000,678634.875000,976730347665
2020-07-04,678405.562500,685803.437500,676120.062500,682009.187500,682009.187500,917849897426
2020-07-05,681531.437500,684226.812500,670295.000000,677638.000000,677638.000000,963620628769
2020-07-06,677556.375000,699483.062500,676498.687500,699483.062500,699483.062500,1334677680386
2020-07-07,697519.875000,698375.562500,688525.937500,693029.312500,693029.312500,1036640466392
2020-07-08,693084.937500,708260.500000,692829.625000,706560.625000,706560.625000,1476497627657
2020-07-09,706535.187500,706637.062500,693951.125000,697124.250000,697124.250000,1352529585976
2020-07-10,696777.812500,698034.312500,686015.687500,697383.125000,697383.125000,1267178358010
2020-07-11,697285.750000,698489.812500,691421.375000,694832.437500,694832.437500,996333640797
2020-07-12,694885.750000,700778.375000,691606.875000,697210.000000,697210.000000,1086221282035
2020-07-13,697263.000000,699493.187500,693621.250000,695231.125000,695231.125000,1317701673085
2020-07-14,694861.812500,699261.375000,691401.000000,696265.937500,696265.937500,1362296368753
2020-07-15,696166.750000,698685.687500,688936.375000,690849.562500,690849.562500,1190745045898
2020-07-16,690785.125000,692463.437500,684093.187500,686567.750000,686567.750000,1181387863829
2020-07-17,686536.500000,688381.187500,683085.375000,685416.750000,685416.750000,1044414045493
2020-07-18,685401.187500,691377.937500,681629.375000,685989.562500,685989.562500,917689709061
2020-07-19,685912.125000,689162.125000,681390.312500,687995.062500,687995.062500,969099478575
2020-07-20,688100.187500,690701.750000,683883.625000,685029.500000,685029.500000,1028236183086
2020-07-21,684901.125000,701946.875000,683920.125000,698836.937500,698836.937500,1346969882503
2020-07-22,698851.312500,711032.500000,697086.812500,710687.812500,710687.812500,1233472363541
2020-07-23,710820.562500,719008.000000,710468.437500,717179.625000,717179.625000,1358326921594
2020-07-24,717512.187500,719101.000000,709836.687500,712641.437500,712641.437500,1236900647229
2020-07-25,712835.187500,725170.125000,712142.250000,723119.375000,723119.375000,1241182567432
2020-07-26,723352.625000,749026.000000,721306.125000,740510.875000,740510.875000,1533179194456
2020-07-27,740514.687500,844274.750000,740086.625000,822141.937500,822141.937500,2644988510540
2020-07-28,824131.000000,838111.187500,796006.500000,817375.875000,817375.875000,2154629063795
2020-07-29,817385.625000,845689.875000,813217.812500,830489.312500,830489.312500,1841756769466
2020-07-30,830441.750000,836322.375000,815859.187500,830777.687500,830777.687500,1709020425459
2020-07-31,830702.687500,855488.187500,821144.875000,848466.187500,848466.187500,1735411683549
2020-08-01,848399.062500,883781.312500,842188.312500,881145.125000,881145.125000,1953847368222
2020-08-02,881083.062500,901717.187500,825587.375000,828115.312500,828115.312500,2053509041874
2020-08-03,827377.750000,861675.750000,825028.625000,845338.062500,845338.062500,1523734612035
2020-08-04,null,null,null,null,null,null
2020-08-05,840975.750000,882705.062500,837241.187500,878648.375000,878648.375000,1825901733931
2020-08-06,878861.437500,892378.250000,867960.875000,882346.750000,882346.750000,1752798336898
2020-08-07,882280.875000,892382.750000,855681.062500,870409.250000,870409.250000,1735519260887
2020-08-08,870640.375000,885308.812500,867180.062500,881853.250000,881853.250000,1318352530713
2020-08-09,880598.750000,885755.375000,865821.062500,875972.812500,875972.812500,1312158602302
2020-08-10,874961.312500,902903.812500,874961.312500,889387.312500,889387.312500,1955324392663
2020-08-11,889652.125000,893479.062500,836220.375000,851413.500000,851413.500000,2017613941351
2020-08-12,850971.125000,877887.687500,841526.750000,866195.562500,866195.562500,1874054634565
2020-08-13,866455.062500,882652.937500,839458.812500,881735.687500,881735.687500,2059319651549
2020-08-14,880876.875000,909529.187500,874945.562500,880955.250000,880955.250000,1814325118797
2020-08-15,880942.312500,895502.000000,880942.312500,888203.312500,888203.312500,1748225859510
2020-08-16,888277.187500,893383.437500,878583.750000,890807.187500,890807.187500,1541757377092
2020-08-17,891020.937500,923830.750000,883527.062500,915978.562500,915978.562500,2109932099421
2020-08-18,915791.250000,922063.250000,892194.375000,894266.000000,894266.000000,1942216674956
2020-08-19,894240.000000,897081.625000,876323.250000,881539.687500,881539.687500,1837022853393
2020-08-20,881780.812500,892342.187500,878565.062500,890749.000000,890749.000000,1512924319465
2020-08-21,890723.125000,892505.750000,866555.812500,868617.062500,868617.062500,1780501946403
2020-08-22,868091.750000,875879.125000,857851.000000,875311.000000,875311.000000,1515384497622
2020-08-23,875151.437500,877679.125000,866176.812500,873954.312500,873954.312500,1384714041033
2020-08-24,873867.562500,875105.500000,870837.750000,873601.437500,873601.437500,1534438912741
2020-08-25,873526.750000,873591.062500,830927.562500,843803.687500,843803.687500,1952582014930
2020-08-26,843860.062500,856043.687500,838498.437500,853137.937500,853137.937500,1668397832707
2020-08-27,852933.312500,855094.437500,826108.625000,835375.125000,835375.125000,1714544191919
2020-08-28,835515.187500,844313.562500,837245.687500,844085.687500,844085.687500,1448465529783
2020-08-29,843980.000000,847240.500000,838512.812500,841479.812500,841479.812500,1278695535729
2020-08-30,841615.000000,856720.312500,840420.625000,856445.437500,856445.437500,1445029504408
2020-08-31,856577.125000,863236.437500,853660.750000,857813.750000,857813.750000,1636629541661
2020-09-01,857703.312500,881649.312500,852007.750000,874639.187500,874639.187500,1995555661744
2020-09-02,874225.937500,874225.937500,827301.812500,836109.375000,836109.375000,2053817012968
2020-09-03,835608.125000,838189.375000,747916.312500,752531.375000,752531.375000,2345102059364
2020-09-04,751434.625000,780135.062500,748254.312500,769950.437500,769950.437500,2194831932382
2020-09-05,770002.875000,775059.875000,728556.187500,744882.125000,744882.125000,3289967724658
2020-09-06,744710.000000,758517.000000,736628.687500,753452.625000,753452.625000,2716987594276
2020-09-07,753499.937500,764267.625000,728510.750000,761595.187500,761595.187500,2475332488446
2020-09-08,761576.312500,768096.375000,734651.812500,747574.687500,747574.687500,2466769382478
2020-09-09,747769.125000,759233.000000,738947.562500,751046.250000,751046.250000,1769268593396
2020-09-10,751045.000000,770357.437500,750737.437500,762048.750000,762048.750000,4000753318586
2020-09-11,762481.812500,766641.250000,745097.875000,764222.812500,764222.812500,3321220224084
2020-09-12,764880.187500,777296.000000,756248.562500,767254.125000,767254.125000,2700267056463
